,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
250,Mathbaria,3,BD,1570170632,59,22.29,89.96,305.539,2.11
251,Hobyo,40,SO,1570170814,60,5.35,48.53,302.599,3.12
252,Fort Nelson,90,CA,1570170815,81,58.81,-122.69,285.15,1.5
253,Omaha,20,US,1570170560,81,41.26,-95.94,282.15,4.6
254,Jishu,100,CN,1570170817,50,44.29,126.79,282.459,4.26
255,Salamiyah,0,SY,1570170819,64,35.01,37.05,294.269,2.59
256,Price,1,US,1570170820,24,39.6,-110.81,284.82,3.6
257,Sao Filipe,84,CV,1570170821,83,14.9,-24.5,298.989,0.82
258,Pocone,93,BR,1570170823,88,-16.26,-56.62,297.259,0.9
259,Kaitangata,100,NZ,1570170824,40,-46.28,169.85,289.26,4.92
260,Redcliffe,75,AU,1570170825,87,-31.94,115.94,289.26,10.8
261,Kingston,75,JM,1570170605,78,17.97,-76.79,301.15,5.1
262,Taquari,100,BR,1570170828,96,-29.79,-51.87,292.04,0.45
263,Liepaja,17,LV,1570170829,100,56.52,21.02,281.15,1.0
264,Chapais,90,CA,1570170831,74,49.78,-74.86,274.15,2.1
265,San Matias,45,BO,1570170832,71,-16.36,-58.4,298.949,2.52
266,Bilibino,86,RU,1570170833,96,68.06,166.44,259.149,1.23
267,Tasiilaq,100,GL,1570170835,75,65.61,-37.64,279.15,8.2
268,Luanda,75,AO,1570170562,83,-8.83,13.24,296.15,2.6
269,Luderitz,0,NA,1570170837,71,-26.65,15.16,286.599,11.11
270,Puerto Madryn,94,AR,1570170838,47,-42.77,-65.04,283.999,7.15
271,Rio Bravo,100,GT,1570170840,99,14.4,-91.32,285.37,1.22
272,Hualmay,97,PE,1570170841,91,-11.1,-77.61,289.399,6.74
273,Bayaguana,40,DO,1570170842,94,18.75,-69.64,300.37,2.1
274,Jasper,1,US,1570170844,100,33.83,-87.28,300.37,1.63
275,Tautira,20,PF,1570170845,69,-17.73,-149.15,300.15,1.5
276,Jinka,81,ET,1570170846,65,5.79,36.57,296.119,0.38
277,Almaty,75,KZ,1570170635,44,43.24,76.95,289.15,1.0
278,Los Llanos de Aridane,40,ES,1570170805,83,28.66,-17.92,296.48,5.7
279,Bocholt,75,DE,1570170850,81,51.84,6.61,283.15,3.6
280,Acajutla,100,SV,1570170851,76,13.59,-89.83,300.449,1.38
281,Codrington,0,AU,1570170853,47,-28.95,153.24,303.15,7.2
282,Bethel,90,US,1570170854,93,60.79,-161.76,281.15,9.3
283,Sao Joao da Barra,16,BR,1570170855,95,-21.64,-41.05,292.289,0.42
284,Henderson,40,US,1570170744,33,36.04,-114.98,296.15,3.36
285,Homer,1,US,1570170858,93,59.64,-151.54,278.15,1.61
286,Miragoane,86,HT,1570170859,82,18.44,-73.09,298.759,2.44
287,Nabire,82,ID,1570170860,86,-3.36,135.5,299.199,1.28
288,Axim,100,GH,1570170862,91,4.87,-2.24,297.869,3.6
289,Zacualpan,90,MX,1570170863,94,21.25,-105.17,298.15,3.39
290,Muravlenko,37,RU,1570170864,66,63.79,74.5,277.189,9.93
291,ChengDe,100,CN,1570170865,57,40.97,117.93,284.239,4.67
292,Poum,75,MK,1570170867,93,41.28,20.71,283.15,1.5
293,Sabha,72,LY,1570170868,71,27.03,14.43,294.329,6.21
294,Tigil,76,RU,1570170869,63,57.8,158.67,276.939,1.37
295,Shakawe,19,BW,1570170871,43,-18.36,21.84,297.439,5.64
296,Pontianak,75,ID,1570170872,62,-0.02,109.34,304.15,1.5
297,Khorixas,12,NA,1570170873,25,-20.37,14.96,294.049,1.0
298,Gondar,75,PT,1570170875,100,41.82,-8.78,291.15,2.1
299,Bundaberg,0,AU,1570170876,49,-24.87,152.35,297.04,5.1
300,Huarmey,77,PE,1570170877,92,-10.07,-78.15,289.389,8.01
301,Llangefni,75,GB,1570170879,76,53.26,-4.31,287.15,11.3
302,Fortuna,40,US,1570170880,100,40.6,-124.16,283.15,2.14
303,Brownsville,1,US,1570170620,83,25.91,-97.49,302.04,2.47
304,Smidovich,53,RU,1570170883,43,48.6,133.81,283.719,4.63
305,Ixtapa,90,MX,1570170884,94,20.71,-105.21,298.15,4.73
306,Moose Factory,40,CA,1570170885,80,51.26,-80.61,275.15,2.6
307,Giddalur,62,IN,1570170887,60,15.38,78.93,304.379,0.76
308,Quesnel,90,CA,1570170773,93,52.98,-122.49,280.15,1.5
309,Port Lincoln,100,AU,1570170824,82,-34.72,135.86,288.639,6.9
310,Okato,1,NZ,1570170890,76,-39.19,173.88,282.04,2.68
311,Perth,75,AU,1570170772,87,-31.95,115.86,289.26,10.8
312,Naze,100,NG,1570170791,96,5.43,7.07,295.429,1.11
313,San Juan del Sur,92,NI,1570170894,89,11.25,-85.87,297.719,1.06
314,Malartic,20,CA,1570170896,100,48.14,-78.13,274.15,2.1
315,Mehran,0,IR,1570170897,16,33.12,46.17,299.15,3.1
316,Carora,98,VE,1570170898,93,10.17,-70.08,293.269,0.18
317,El Alto,90,BO,1570170899,93,-16.5,-68.19,276.15,2.6
318,Ishigaki,20,JP,1570170901,79,24.34,124.16,302.15,4.6
319,Kiama,90,AU,1570170902,77,-34.67,150.86,291.48,5.1
320,Channel-Port aux Basques,50,CA,1570170904,65,47.57,-59.14,281.059,7.95
321,Turukhansk,100,RU,1570170905,96,65.8,87.96,280.229,5.69
322,Norman Wells,75,CA,1570170907,93,65.28,-126.83,277.15,1.5
323,Oktyabrskoye,0,RU,1570170908,43,56.73,85.44,285.37,7.0
324,Panjab,0,AF,1570170909,19,34.38,67.02,284.139,7.74
325,Teya,40,MX,1570170911,94,21.05,-89.07,299.82,0.91
326,Albano Laziale,0,IT,1570170912,66,41.73,12.66,289.26,4.1
327,Henties Bay,0,NA,1570170913,89,-22.12,14.28,287.139,4.5
328,Nicoya,0,CR,1570170717,94,10.15,-85.45,297.15,1.5
329,Kijang,20,KR,1570170916,54,35.24,129.21,300.15,4.1
330,Half Moon Bay,1,US,1570170918,82,37.46,-122.43,287.04,7.2
331,Shirokiy,69,RU,1570170919,76,53.87,39.17,287.649,6.91
332,Palaikastron,0,GR,1570170921,67,35.2,26.25,300.93,1.79
333,Nome,1,US,1570170922,88,30.04,-94.42,299.15,3.1
334,Ostrovnoy,99,RU,1570170923,81,68.05,39.51,274.719,5.6
335,Guhagar,53,IN,1570170925,78,17.48,73.19,301.099,4.1
336,Vylkove,100,UA,1570170926,83,45.4,29.58,288.839,5.05
337,Matiri,62,UG,1570170927,73,0.58,30.76,293.589,1.53
338,Touros,40,BR,1570170929,83,-5.2,-35.46,297.15,3.6
339,Port-Gentil,75,GA,1570170930,88,-0.72,8.78,299.15,3.6
340,Houston,1,US,1570170932,73,29.76,-95.37,299.26,3.1
341,Itigi,2,TZ,1570170933,41,-5.7,34.5,295.959,5.54
342,Havoysund,40,NO,1570170935,72,71.0,24.66,275.15,5.1
343,Brigantine,90,US,1570170936,88,39.41,-74.36,295.15,4.1
344,Shingu,20,JP,1570170937,57,33.72,135.99,300.15,7.7
345,Bud,0,NO,1570170938,74,62.91,6.91,279.15,3.6
346,Ballina,75,IE,1570170940,100,54.11,-9.15,286.48,16.5
347,Bartica,0,GY,1570170941,100,6.41,-58.62,297.15,1.0
348,Voyvozh,97,RU,1570170942,78,62.89,54.96,275.679,0.76
349,Kloulklubed,75,PW,1570170944,74,7.04,134.26,302.15,3.1
350,Khovu-Aksy,0,RU,1570170945,29,51.13,93.72,280.669,2.97
351,Kinston,75,US,1570170946,100,35.26,-77.58,298.15,2.6
352,Manzanillo,59,MX,1570170948,75,19.05,-104.32,300.929,1.36
353,Chipinge,0,ZW,1570170949,51,-20.19,32.62,298.539,0.56
354,Rincon,100,PA,1570170950,93,8.46,-82.28,295.979,0.77
355,Lulea,0,SE,1570170952,74,65.58,22.15,275.15,2.6
356,Praia,0,BR,1570170953,49,-20.25,-43.81,293.15,4.6
357,Chicama,90,PE,1570170809,87,-7.84,-79.15,289.15,4.6
358,Vire,0,FR,1570170956,82,48.84,-0.89,288.15,5.7
359,Whitehorse,5,CA,1570170957,74,60.72,-135.06,274.15,1.71
360,Boa Vista,0,BR,1570170959,78,2.82,-60.67,299.15,2.1
361,Maniitsoq,56,GL,1570170960,57,65.42,-52.9,277.449,5.26
362,Deputatskiy,100,RU,1570170962,83,69.3,139.9,265.149,11.36
363,Praxedis Guerrero,90,MX,1570170963,88,31.37,-106.02,294.15,3.6
364,Sakaiminato,75,JP,1570170964,69,35.55,133.23,296.15,4.6
365,Nyurba,97,RU,1570170966,90,63.29,118.35,274.189,1.75
366,Roebourne,0,AU,1570170967,12,-20.77,117.15,312.279,6.91
367,Hovd,20,NO,1570170968,69,63.83,10.7,276.15,7.2
368,Fez,0,MA,1570170680,57,34.03,-5.02,284.15,3.6
369,Sault Sainte Marie,40,CA,1570170971,81,46.49,-84.36,279.15,3.6
370,Nuuk,80,GL,1570170972,64,64.17,-51.74,277.15,1.5
371,Tilichiki,0,RU,1570170973,77,60.47,166.1,269.069,1.32
372,Mochudi,0,BW,1570170975,56,-24.38,26.15,293.15,3.6
373,Haines Junction,71,CA,1570170976,69,60.75,-137.51,273.009,0.89
374,Yolombo,40,CO,1570170977,100,6.3,-75.61,283.15,1.0
375,Krutinka,100,RU,1570170979,75,56.01,71.51,285.039,5.79
376,Hami,14,CN,1570170980,22,42.84,93.51,294.169,5.32
377,Te Anau,90,NZ,1570170981,84,-45.41,167.72,281.479,4.31
378,Nizwa,0,OM,1570170983,38,22.93,57.53,302.239,3.08
379,Liverpool,75,GB,1570170770,87,53.41,-2.98,285.37,3.1
380,Mayor Pablo Lagerenza,9,PY,1570170985,48,-19.93,-60.77,292.239,1.46
381,Buenos Aires,90,AR,1570170830,82,-34.61,-58.44,287.15,10.3
382,Vanimo,83,PG,1570170988,66,-2.67,141.3,301.879,2.71
383,Nanortalik,88,GL,1570170989,73,60.14,-45.24,277.389,1.92
384,Marsa Matruh,0,EG,1570170990,58,31.35,27.25,299.089,6.06
385,Drayton Valley,66,CA,1570170893,95,53.22,-114.98,277.179,0.93
386,Harlingen,90,NL,1570170993,87,53.18,5.41,283.15,5.1
387,Mastic Beach,90,US,1570170994,93,40.77,-72.85,289.26,1.5
388,Isangel,75,VU,1570170996,65,-19.55,169.27,298.15,9.36
389,Saint-Pierre,90,FR,1570170997,100,48.95,4.24,284.82,5.1
390,Torrevieja,0,ES,1570170800,82,37.98,-0.68,292.59,1.5
391,Pacific Grove,1,US,1570170999,67,36.62,-121.92,287.15,2.1
392,Todos Santos,29,MX,1570171001,83,23.45,-110.23,300.37,4.16
393,Coruripe,32,BR,1570171002,95,-10.12,-36.18,293.699,2.88
394,Wollongong,75,AU,1570171003,72,-34.42,150.89,294.82,9.8
395,Acari,15,BR,1570171005,76,-6.44,-36.64,295.879,4.05
396,Dingle,25,PH,1570171006,60,11.0,122.67,303.949,1.6
397,Rocha,96,UY,1570171007,91,-34.48,-54.34,284.419,4.46
398,Manicore,98,BR,1570171009,97,-5.81,-61.3,295.529,1.23
399,Minador do Negrao,17,BR,1570171010,94,-9.31,-36.86,293.299,3.52
400,Petropavlovsk-Kamchatskiy,100,RU,1570171011,42,53.05,158.65,281.15,6.0
401,Inuvik,90,CA,1570171013,100,68.36,-133.71,275.15,1.88
402,Kudahuvadhoo,100,MV,1570171014,66,2.67,72.89,301.479,1.62
403,Severo-Kurilsk,100,RU,1570171015,75,50.68,156.12,278.959,6.03
404,Ozernovskiy,100,RU,1570171017,73,51.5,156.52,278.079,4.39
405,Vladivostok,75,RU,1570171018,81,43.12,131.89,282.15,5.0
406,Itaituba,84,BR,1570171020,95,-4.26,-55.99,295.609,0.79
407,Wuwei,67,CN,1570171021,60,37.93,102.64,288.15,4.53
408,Santa Eulalia,99,GT,1570171022,92,15.73,-91.46,287.929,1.39
409,Nantucket,90,US,1570171023,93,41.28,-70.1,287.04,6.7
410,Concepcion del Oro,66,MX,1570171025,73,24.63,-101.42,288.839,2.74
411,Snezhnogorsk,75,RU,1570171026,86,69.19,33.23,274.15,3.0
412,Champerico,100,MX,1570171027,96,16.38,-93.6,292.519,1.26
413,Vao,100,EE,1570171029,86,59.1,26.19,276.959,4.93
414,Longjiang,0,CN,1570171030,26,47.33,123.18,284.219,2.31
415,Tateyama,75,JP,1570171031,88,36.66,137.31,294.26,4.1
416,Alta Floresta,32,BR,1570171033,86,-9.87,-56.08,294.909,0.13
417,Hope,40,US,1570170823,94,33.67,-93.59,297.04,1.5
418,Camacha,40,PT,1570171036,83,33.08,-16.33,294.15,2.6
419,Gimli,0,CA,1570171037,85,50.63,-96.99,277.04,2.68
420,Altus,90,US,1570171038,87,34.64,-99.33,288.15,4.6
421,Waingapu,0,ID,1570171039,31,-9.65,120.26,304.359,8.16
422,Valvedditturai,0,LK,1570171041,71,9.82,80.17,302.099,3.61
423,Kamaishi,75,JP,1570171042,94,39.28,141.86,293.15,1.0
424,Kendari,26,ID,1570171044,50,-3.99,122.52,304.459,3.72
425,Nara,75,JP,1570171045,54,34.68,135.8,302.15,7.7
426,Rio Grande,100,BR,1570171046,96,-32.03,-52.1,287.889,4.54
427,Kedougou,100,SN,1570171047,96,12.56,-12.19,295.419,1.06
428,Florianopolis,75,BR,1570171049,93,-27.6,-48.55,292.59,1.0
429,Moussoro,96,TD,1570171050,57,13.64,16.49,302.239,5.4
430,Urusha,35,RU,1570171051,33,54.05,122.9,280.759,3.73
431,Carlsbad,75,CZ,1570171053,93,50.23,12.87,281.48,0.5
432,Harper,1,US,1570171054,68,30.3,-99.24,297.15,3.89
433,Mackay,90,CA,1570171055,81,53.65,-115.58,280.15,2.6
434,Yar-Sale,65,RU,1570171057,94,66.83,70.83,274.459,8.97
435,Vila Velha,40,BR,1570171058,78,-3.71,-38.6,299.15,6.7
436,Tubuala,40,PA,1570171059,100,9.52,-79.03,299.26,1.5
437,Shimoda,75,JP,1570171061,74,34.7,138.93,302.15,10.3
438,Mae Sai,40,MM,1570171062,63,20.44,99.89,306.15,1.0
439,Abu Kamal,0,SY,1570171063,42,34.45,40.92,297.009,5.91
440,Valparaiso,90,US,1570171065,76,41.47,-87.06,287.59,2.1
441,Kruisfontein,60,ZA,1570171066,66,-34.0,24.73,288.579,1.93
442,Erenhot,0,CN,1570171067,27,43.65,111.97,280.739,4.46
443,Ancud,90,CL,1570171069,86,-41.87,-73.83,278.15,1.53
444,Batagay,96,RU,1570171070,45,67.65,134.64,270.229,2.88
445,Derzhavinsk,14,KZ,1570171071,24,51.1,66.31,287.269,2.35
446,Atar,27,MR,1570171048,20,20.52,-13.05,300.849,2.62
447,San Juan,19,AR,1570170901,43,-31.54,-68.53,276.649,1.35
448,Semnan,20,IR,1570171075,29,35.58,53.39,295.15,2.1
449,Iberia,55,PE,1570171076,99,-11.41,-69.49,294.059,1.46
450,Konongo,92,GH,1570171078,99,6.62,-1.21,294.239,1.11
451,Saint Albans,90,US,1570171079,93,44.81,-73.08,282.59,4.1
452,San Andres,19,PH,1570171080,71,13.32,122.68,302.749,1.46
453,Ambovombe,0,MG,1570171081,86,-25.18,46.09,296.079,11.42
454,Port Said,0,EG,1570171083,18,25.34,30.55,303.159,3.98
455,Vestmannaeyjar,100,IS,1570171084,76,63.44,-20.27,281.789,18.01
456,Moosomin,0,CA,1570171085,84,50.14,-101.67,276.309,4.33
457,Mitzic,100,GA,1570171087,98,0.78,11.55,293.569,0.57
458,Kieta,98,PG,1570171088,80,-6.22,155.63,300.659,6.43
459,Schmalkalden,0,DE,1570171089,87,50.72,10.45,281.48,4.1
460,Ossora,89,RU,1570171091,88,59.24,163.07,273.339,1.2
461,Mildura,97,AU,1570171092,19,-34.18,142.16,303.15,4.6
462,Salalah,40,OM,1570171093,62,17.01,54.1,303.15,5.7
463,Srikakulam,91,IN,1570171095,60,18.29,83.89,304.659,1.42
464,Nipawin,1,CA,1570171096,92,53.36,-104.02,272.15,2.1
465,Baghdad,0,IQ,1570171097,34,33.3,44.38,301.15,5.7
466,Caravelas,0,BR,1570171099,84,-17.73,-39.27,295.359,3.04
467,Mount Darwin,2,ZW,1570171100,66,-16.77,31.58,293.669,2.81
468,Neya,96,RU,1570171101,90,58.29,43.89,284.209,4.82
469,Linxia,84,CN,1570171102,59,35.6,103.21,286.229,2.93
470,Lohardaga,40,IN,1570171104,62,23.43,84.68,302.15,1.5
471,Tecoanapa,40,MX,1570171105,88,16.99,-99.26,299.15,1.5
472,Goderich,62,CA,1570171107,92,43.74,-81.71,286.48,4.02
473,Gaoual,100,GN,1570171108,96,11.75,-13.2,295.629,1.02
474,Fereydunshahr,0,IR,1570171109,29,32.94,50.12,291.289,9.62
475,Nikolskoye,90,RU,1570171110,86,59.7,30.79,276.48,4.0
476,Comodoro Rivadavia,0,AR,1570171094,66,-45.87,-67.48,284.15,6.7
477,Kindu,100,CD,1570171113,92,-2.95,25.92,296.049,0.85
478,Betare Oya,100,CM,1570171114,98,5.6,14.08,293.229,0.43
479,Gavle,55,SE,1570171115,82,60.67,17.14,275.37,2.24
480,Ondjiva,38,AO,1570171117,13,-17.07,15.73,293.389,0.55
481,Bathsheba,40,BB,1570171118,78,13.22,-59.52,301.15,2.6
482,Astana,0,KZ,1570171119,33,51.13,71.43,287.15,2.0
483,Durban,0,CA,1570171121,86,51.93,-101.44,275.869,3.2
484,Ambilobe,24,MG,1570171122,42,-13.19,49.05,304.529,5.25
485,Altay,0,CN,1570171123,23,47.83,88.13,281.909,4.07
486,Jaguaruna,100,BR,1570171124,98,-28.62,-49.03,288.709,1.04
487,Kasempa,9,ZM,1570171126,61,-13.46,25.83,295.039,4.66
488,Tianpeng,91,CN,1570171127,31,28.88,112.34,307.899,1.95
489,Las Tunas,5,CU,1570171128,94,20.96,-76.96,297.15,2.1
490,Khani,0,GE,1570171130,73,41.96,42.96,295.15,0.5
491,Eyl,63,SO,1570171131,56,7.98,49.82,301.809,3.22
492,Paso de Patria,90,AR,1570171132,94,-27.25,-58.55,293.15,2.1
493,Yumen,88,CN,1570171133,38,40.29,97.04,287.579,12.28
494,Saint-Francois,90,FR,1570170930,81,46.42,3.91,282.59,4.6
495,Urucui,8,BR,1570171136,48,-7.23,-44.56,299.239,1.3
496,Talnakh,75,RU,1570171137,100,69.49,88.39,278.15,8.0
497,Guanare,91,VE,1570171139,85,9.04,-69.74,293.839,1.18
498,Dhekiajuli,58,IN,1570171140,82,26.71,92.48,294.649,2.53
499,Tarko-Sale,75,RU,1570171141,78,64.92,77.78,277.59,9.82
